event,week,queries,main_topic,peak_week,peak_year,week_t,baseline,peak,queries_norm
Англия - Хорватия ЧМ 2018,11.06.2018,396,S,09.07.2018,2018,-4,"19159,75",2376964,"0,0001665990734"
Англия - Хорватия ЧМ 2018,18.06.2018,1159,S,09.07.2018,2018,-3,"19159,75",2376964,"0,0004875967831"
Англия - Хорватия ЧМ 2018,25.06.2018,864,S,09.07.2018,2018,-2,"19159,75",2376964,"0,0003634888875"
Англия - Хорватия ЧМ 2018,02.07.2018,74220,S,09.07.2018,2018,-1,"19159,75",2376964,"0,03122470513"
Англия - Хорватия ЧМ 2018,09.07.2018,2376964,S,09.07.2018,2018,0,"19159,75",2376964,1
Англия - Хорватия ЧМ 2018,16.07.2018,44519,S,09.07.2018,2018,1,"19159,75",2376964,"0,01872935392"
Англия - Хорватия ЧМ 2018,23.07.2018,9826,S,09.07.2018,2018,2,"19159,75",2376964,"0,004133844686"
Англия - Хорватия ЧМ 2018,30.07.2018,6739,S,09.07.2018,2018,3,"19159,75",2376964,"0,002835129182"
Англия - Хорватия ЧМ 2018,06.08.2018,6130,S,09.07.2018,2018,4,"19159,75",2376964,"0,00257892"
Англия - Хорватия ЧМ 2018,13.08.2018,4767,S,09.07.2018,2018,5,"19159,75",2376964,"0,002005499452"
Англия - Хорватия ЧМ 2018,20.08.2018,2986,S,09.07.2018,2018,6,"19159,75",2376964,"0,001256224326"
Англия - Хорватия ЧМ 2018,27.08.2018,3445,S,09.07.2018,2018,7,"19159,75",2376964,"0,001449327798"
Англия - Хорватия ЧМ 2018,03.09.2018,2409,S,09.07.2018,2018,8,"19159,75",2376964,"0,001013477697"
Англия - Хорватия ЧМ 2018,10.09.2018,3034,S,09.07.2018,2018,9,"19159,75",2376964,"0,001276418154"
Англия - Хорватия ЧМ 2018,17.09.2018,1790,S,09.07.2018,2018,10,"19159,75",2376964,"0,0007530614683"
Англия - Хорватия ЧМ 2018,24.09.2018,1590,S,09.07.2018,2018,11,"19159,75",2376964,"0,0006689205221"
Англия - Хорватия ЧМ 2018,01.10.2018,1941,S,09.07.2018,2018,12,"19159,75",2376964,"0,0008165878827"
Арест Павла Дурова,29.07.2024,235672,SC,26.08.2024,2024,-4,"460918,5",2454190,"0,09602842486"
Арест Павла Дурова,05.08.2024,95692,SC,26.08.2024,2024,-3,"460918,5",2454190,"0,03899127614"
Арест Павла Дурова,12.08.2024,82815,SC,26.08.2024,2024,-2,"460918,5",2454190,"0,03374433112"
Арест Павла Дурова,19.08.2024,1429495,SC,26.08.2024,2024,-1,"460918,5",2454190,"0,5824712023"
Арест Павла Дурова,26.08.2024,2454190,SC,26.08.2024,2024,0,"460918,5",2454190,1
Арест Павла Дурова,02.09.2024,440230,SC,26.08.2024,2024,1,"460918,5",2454190,"0,1793789397"
Арест Павла Дурова,09.09.2024,243636,SC,26.08.2024,2024,2,"460918,5",2454190,"0,09927348738"
Арест Павла Дурова,16.09.2024,196971,SC,26.08.2024,2024,3,"460918,5",2454190,"0,08025906715"
Арест Павла Дурова,23.09.2024,199619,SC,26.08.2024,2024,4,"460918,5",2454190,"0,08133803821"
Арест Павла Дурова,30.09.2024,181299,SC,26.08.2024,2024,5,"460918,5",2454190,"0,0738732535"
Арест Павла Дурова,07.10.2024,182914,SC,26.08.2024,2024,6,"460918,5",2454190,"0,07453131176"
Арест Павла Дурова,14.10.2024,107801,SC,26.08.2024,2024,7,"460918,5",2454190,"0,04392528696"
Арест Павла Дурова,21.10.2024,128835,SC,26.08.2024,2024,8,"460918,5",2454190,"0,05249593552"
Арест Павла Дурова,28.10.2024,95335,SC,26.08.2024,2024,9,"460918,5",2454190,"0,03884581063"
Арест Павла Дурова,04.11.2024,104638,SC,26.08.2024,2024,10,"460918,5",2454190,"0,04263647069"
Арест Павла Дурова,11.11.2024,143987,SC,26.08.2024,2024,11,"460918,5",2454190,"0,05866986664"
Арест Павла Дурова,18.11.2024,99029,SC,26.08.2024,2024,12,"460918,5",2454190,"0,04035099157"
БПЛА удары по Энгельсу,09.12.2024,508777,W,06.01.2025,2025,-4,474882,977854,"0,5202995539"
БПЛА удары по Энгельсу,16.12.2024,506585,W,06.01.2025,2025,-3,474882,977854,"0,5180579105"
БПЛА удары по Энгельсу,23.12.2024,486531,W,06.01.2025,2025,-2,474882,977854,"0,4975497365"
БПЛА удары по Энгельсу,30.12.2024,397635,W,06.01.2025,2025,-1,474882,977854,"0,4066404596"
БПЛА удары по Энгельсу,06.01.2025,977854,W,06.01.2025,2025,0,474882,977854,1
БПЛА удары по Энгельсу,13.01.2025,726205,W,06.01.2025,2025,1,474882,977854,"0,742651766"
БПЛА удары по Энгельсу,20.01.2025,560053,W,06.01.2025,2025,2,474882,977854,"0,5727368298"
БПЛА удары по Энгельсу,27.01.2025,530726,W,06.01.2025,2025,3,474882,977854,"0,5427456451"
БПЛА удары по Энгельсу,03.02.2025,522344,W,06.01.2025,2025,4,474882,977854,"0,5341738133"
БПЛА удары по Энгельсу,10.02.2025,564058,W,06.01.2025,2025,5,474882,977854,"0,5768325333"
БПЛА удары по Энгельсу,17.02.2025,522321,W,06.01.2025,2025,6,474882,977854,"0,5341502924"
БПЛА удары по Энгельсу,24.02.2025,499153,W,06.01.2025,2025,7,474882,977854,"0,5104575939"
БПЛА удары по Энгельсу,03.03.2025,506190,W,06.01.2025,2025,8,474882,977854,"0,5176539647"
БПЛА удары по Энгельсу,10.03.2025,540144,W,06.01.2025,2025,9,474882,977854,"0,5523769397"
БПЛА удары по Энгельсу,17.03.2025,752188,W,06.01.2025,2025,10,474882,977854,"0,7692232174"
БПЛА удары по Энгельсу,24.03.2025,581459,W,06.01.2025,2025,11,474882,977854,"0,5946276233"
БПЛА удары по Энгельсу,31.03.2025,530482,W,06.01.2025,2025,12,474882,977854,"0,5424961191"
Биткоин пробил рекорд,19.04.2021,905976,E,17.05.2021,2021,-4,"780156,25",1710619,"0,5296188105"
Биткоин пробил рекорд,26.04.2021,722345,E,17.05.2021,2021,-3,"780156,25",1710619,"0,4222711194"
Биткоин пробил рекорд,03.05.2021,615349,E,17.05.2021,2021,-2,"780156,25",1710619,"0,3597230009"
Биткоин пробил рекорд,10.05.2021,876955,E,17.05.2021,2021,-1,"780156,25",1710619,"0,5126536067"
Биткоин пробил рекорд,17.05.2021,1710619,E,17.05.2021,2021,0,"780156,25",1710619,1
Биткоин пробил рекорд,24.05.2021,1147882,E,17.05.2021,2021,1,"780156,25",1710619,"0,6710331173"
Биткоин пробил рекорд,31.05.2021,881317,E,17.05.2021,2021,2,"780156,25",1710619,"0,5152035608"
Биткоин пробил рекорд,07.06.2021,940392,E,17.05.2021,2021,3,"780156,25",1710619,"0,5497378434"
Биткоин пробил рекорд,14.06.2021,773357,E,17.05.2021,2021,4,"780156,25",1710619,"0,4520919036"
Биткоин пробил рекорд,21.06.2021,819124,E,17.05.2021,2021,5,"780156,25",1710619,"0,4788465462"
Биткоин пробил рекорд,28.06.2021,673632,E,17.05.2021,2021,6,"780156,25",1710619,"0,3937942932"
Биткоин пробил рекорд,05.07.2021,577769,E,17.05.2021,2021,7,"780156,25",1710619,"0,3377543451"
Биткоин пробил рекорд,12.07.2021,537819,E,17.05.2021,2021,8,"780156,25",1710619,"0,3144002259"
Биткоин пробил рекорд,19.07.2021,604336,E,17.05.2021,2021,9,"780156,25",1710619,"0,3532849805"
Биткоин пробил рекорд,26.07.2021,727703,E,17.05.2021,2021,10,"780156,25",1710619,"0,4254033189"
Биткоин пробил рекорд,02.08.2021,631305,E,17.05.2021,2021,11,"780156,25",1710619,"0,3690506185"
Биткоин пробил рекорд,09.08.2021,643387,E,17.05.2021,2021,12,"780156,25",1710619,"0,3761135589"
Блокировка WhatsApp в РФ,02.02.2026,87531,P,02.03.2026,2026,-4,133899,222604,"0,3932139584"
Блокировка WhatsApp в РФ,09.02.2026,188662,P,02.03.2026,2026,-3,133899,222604,"0,8475229556"
Блокировка WhatsApp в РФ,16.02.2026,126401,P,02.03.2026,2026,-2,133899,222604,"0,5678289698"
Блокировка WhatsApp в РФ,23.02.2026,133002,P,02.03.2026,2026,-1,133899,222604,"0,597482525"
Блокировка WhatsApp в РФ,02.03.2026,222604,P,02.03.2026,2026,0,133899,222604,1
Бои за Макеевку,05.12.2022,33142,W,02.01.2023,2023,-4,"58499,75",2152848,"0,01539449139"
Бои за Макеевку,12.12.2022,33565,W,02.01.2023,2023,-3,"58499,75",2152848,"0,0155909753"
Бои за Макеевку,19.12.2022,38398,W,02.01.2023,2023,-2,"58499,75",2152848,"0,01783590853"
Бои за Макеевку,26.12.2022,128894,W,02.01.2023,2023,-1,"58499,75",2152848,"0,05987138897"
Бои за Макеевку,02.01.2023,2152848,W,02.01.2023,2023,0,"58499,75",2152848,1
Бои за Макеевку,09.01.2023,257962,W,02.01.2023,2023,1,"58499,75",2152848,"0,1198236011"
Бои за Макеевку,16.01.2023,100035,W,02.01.2023,2023,2,"58499,75",2152848,"0,04646635527"
Бои за Макеевку,23.01.2023,60960,W,02.01.2023,2023,3,"58499,75",2152848,"0,02831597958"
Бои за Макеевку,30.01.2023,48383,W,02.01.2023,2023,4,"58499,75",2152848,"0,02247395079"
Бои за Макеевку,06.02.2023,47523,W,02.01.2023,2023,5,"58499,75",2152848,"0,02207447994"
Бои за Макеевку,13.02.2023,41622,W,02.01.2023,2023,6,"58499,75",2152848,"0,01933345968"
Бои за Макеевку,20.02.2023,39839,W,02.01.2023,2023,7,"58499,75",2152848,"0,01850525444"
Бои за Макеевку,27.02.2023,40771,W,02.01.2023,2023,8,"58499,75",2152848,"0,01893816935"
Бои за Макеевку,06.03.2023,37445,W,02.01.2023,2023,9,"58499,75",2152848,"0,0173932391"
Бои за Макеевку,13.03.2023,37411,W,02.01.2023,2023,10,"58499,75",2152848,"0,01737744606"
Бои за Макеевку,20.03.2023,43758,W,02.01.2023,2023,11,"58499,75",2152848,"0,02032563377"
Бои за Макеевку,27.03.2023,54498,W,02.01.2023,2023,12,"58499,75",2152848,"0,02531437426"
Бои за Мариуполь,14.02.2022,42112,W,14.03.2022,2022,-4,"1134299,5",2361803,"0,01783044564"
Бои за Мариуполь,21.02.2022,985095,W,14.03.2022,2022,-3,"1134299,5",2361803,"0,4170944825"
Бои за Мариуполь,28.02.2022,1877345,W,14.03.2022,2022,-2,"1134299,5",2361803,"0,7948778963"
Бои за Мариуполь,07.03.2022,1632646,W,14.03.2022,2022,-1,"1134299,5",2361803,"0,6912710332"
Бои за Мариуполь,14.03.2022,2361803,W,14.03.2022,2022,0,"1134299,5",2361803,1
Бои за Мариуполь,21.03.2022,2168131,W,14.03.2022,2022,1,"1134299,5",2361803,"0,9179982412"
Бои за Мариуполь,28.03.2022,2247743,W,14.03.2022,2022,2,"1134299,5",2361803,"0,951706387"
Бои за Мариуполь,04.04.2022,2218511,W,14.03.2022,2022,3,"1134299,5",2361803,"0,9393294022"
Бои за Мариуполь,11.04.2022,2045299,W,14.03.2022,2022,4,"1134299,5",2361803,"0,8659905166"
Бои за Мариуполь,18.04.2022,1723597,W,14.03.2022,2022,5,"1134299,5",2361803,"0,7297801722"
Бои за Мариуполь,25.04.2022,869288,W,14.03.2022,2022,6,"1134299,5",2361803,"0,3680611804"
Бои за Мариуполь,02.05.2022,733936,W,14.03.2022,2022,7,"1134299,5",2361803,"0,3107524209"
Бои за Мариуполь,09.05.2022,601640,W,14.03.2022,2022,8,"1134299,5",2361803,"0,2547375882"
Бои за Мариуполь,16.05.2022,705424,W,14.03.2022,2022,9,"1134299,5",2361803,"0,2986802879"
Бои за Мариуполь,23.05.2022,393508,W,14.03.2022,2022,10,"1134299,5",2361803,"0,1666133882"
Бои за Мариуполь,30.05.2022,266668,W,14.03.2022,2022,11,"1134299,5",2361803,"0,112908655"
Бои за Мариуполь,06.06.2022,245961,W,14.03.2022,2022,12,"1134299,5",2361803,"0,1041412006"
Бой Бетербиев - Бивол,20.01.2025,11960,S,17.02.2025,2025,-4,"17992,75",1286162,"0,009298984109"
Бой Бетербиев - Бивол,27.01.2025,12456,S,17.02.2025,2025,-3,"17992,75",1286162,"0,009684627597"
Бой Бетербиев - Бивол,03.02.2025,15698,S,17.02.2025,2025,-2,"17992,75",1286162,"0,0122053054"
Бой Бетербиев - Бивол,10.02.2025,31857,S,17.02.2025,2025,-1,"17992,75",1286162,"0,02476904154"
Бой Бетербиев - Бивол,17.02.2025,1286162,S,17.02.2025,2025,0,"17992,75",1286162,1
Бой Бетербиев - Бивол,24.02.2025,168663,S,17.02.2025,2025,1,"17992,75",1286162,"0,1311366686"
Бой Бетербиев - Бивол,03.03.2025,18934,S,17.02.2025,2025,2,"17992,75",1286162,"0,01472131815"
Бой Бетербиев - Бивол,10.03.2025,10549,S,17.02.2025,2025,3,"17992,75",1286162,"0,008201921686"
Бой Бетербиев - Бивол,17.03.2025,6320,S,17.02.2025,2025,4,"17992,75",1286162,"0,004913844446"
Бой Бетербиев - Бивол,24.03.2025,5401,S,17.02.2025,2025,5,"17992,75",1286162,"0,004199315483"
Бой Бетербиев - Бивол,31.03.2025,4733,S,17.02.2025,2025,6,"17992,75",1286162,"0,003679940785"
Бой Бетербиев - Бивол,07.04.2025,5280,S,17.02.2025,2025,7,"17992,75",1286162,"0,004105237132"
Бой Бетербиев - Бивол,14.04.2025,3474,S,17.02.2025,2025,8,"17992,75",1286162,"0,002701059431"
Бой Бетербиев - Бивол,21.04.2025,2747,S,17.02.2025,2025,9,"17992,75",1286162,"0,002135811818"
Бой Бетербиев - Бивол,28.04.2025,2487,S,17.02.2025,2025,10,"17992,75",1286162,"0,00193365999"
Бой Бетербиев - Бивол,05.05.2025,2150,S,17.02.2025,2025,11,"17992,75",1286162,"0,00167164012"
Бой Бетербиев - Бивол,12.05.2025,2476,S,17.02.2025,2025,12,"17992,75",1286162,"0,001925107413"
Бой Емельяненко - Исмаилов,22.06.2020,12227,S,20.07.2020,2020,-4,18335,2229546,"0,00548407613"
Бой Емельяненко - Исмаилов,29.06.2020,8269,S,20.07.2020,2020,-3,18335,2229546,"0,003708826819"
Бой Емельяненко - Исмаилов,06.07.2020,14117,S,20.07.2020,2020,-2,18335,2229546,"0,006331782345"
Бой Емельяненко - Исмаилов,13.07.2020,38727,S,20.07.2020,2020,-1,18335,2229546,"0,01736990401"
Бой Емельяненко - Исмаилов,20.07.2020,2229546,S,20.07.2020,2020,0,18335,2229546,1
Бой Емельяненко - Исмаилов,27.07.2020,204716,S,20.07.2020,2020,1,18335,2229546,"0,09181959018"
Бой Емельяненко - Исмаилов,03.08.2020,33328,S,20.07.2020,2020,2,18335,2229546,"0,01494833477"
Бой Емельяненко - Исмаилов,10.08.2020,13281,S,20.07.2020,2020,3,18335,2229546,"0,005956818115"
Бой Емельяненко - Исмаилов,17.08.2020,14767,S,20.07.2020,2020,4,18335,2229546,"0,006623321519"
Бой Емельяненко - Исмаилов,24.08.2020,8250,S,20.07.2020,2020,5,18335,2229546,"0,003700304905"
Бой Емельяненко - Исмаилов,31.08.2020,6013,S,20.07.2020,2020,6,18335,2229546,"0,002696961624"
Бой Емельяненко - Исмаилов,07.09.2020,7114,S,20.07.2020,2020,7,18335,2229546,"0,003190784133"
Бой Емельяненко - Исмаилов,14.09.2020,5892,S,20.07.2020,2020,8,18335,2229546,"0,002642690485"
Бой Емельяненко - Исмаилов,21.09.2020,3672,S,20.07.2020,2020,9,18335,2229546,"0,001646972074"
Бой Емельяненко - Исмаилов,28.09.2020,3673,S,20.07.2020,2020,10,18335,2229546,"0,001647420596"
Бой Емельяненко - Исмаилов,05.10.2020,4351,S,20.07.2020,2020,11,18335,2229546,"0,001951518381"
Бой Емельяненко - Исмаилов,12.10.2020,4718,S,20.07.2020,2020,12,18335,2229546,"0,002116125884"
Бой Кокляев Емельяненко,28.10.2019,120215,S,25.11.2019,2019,-4,"93327,5",5031821,"0,0238909532"
Бой Кокляев Емельяненко,04.11.2019,50791,S,25.11.2019,2019,-3,"93327,5",5031821,"0,01009396002"
Бой Кокляев Емельяненко,11.11.2019,59077,S,25.11.2019,2019,-2,"93327,5",5031821,"0,01174067996"
Бой Кокляев Емельяненко,18.11.2019,143227,S,25.11.2019,2019,-1,"93327,5",5031821,"0,02846424783"
Бой Кокляев Емельяненко,25.11.2019,5031821,S,25.11.2019,2019,0,"93327,5",5031821,1
Бой Кокляев Емельяненко,02.12.2019,392284,S,25.11.2019,2019,1,"93327,5",5031821,"0,07796064288"
Бой Кокляев Емельяненко,09.12.2019,57158,S,25.11.2019,2019,2,"93327,5",5031821,"0,0113593071"
Бой Кокляев Емельяненко,16.12.2019,36483,S,25.11.2019,2019,3,"93327,5",5031821,"0,007250456644"
Бой Кокляев Емельяненко,23.12.2019,61883,S,25.11.2019,2019,4,"93327,5",5031821,"0,01229833096"
Бой Кокляев Емельяненко,30.12.2019,30377,S,25.11.2019,2019,5,"93327,5",5031821,"0,006036979455"
Бой Кокляев Емельяненко,06.01.2020,12615,S,25.11.2019,2019,6,"93327,5",5031821,"0,002507044666"
Бой Кокляев Емельяненко,13.01.2020,13982,S,25.11.2019,2019,7,"93327,5",5031821,"0,002778715698"
Бой Кокляев Емельяненко,20.01.2020,10255,S,25.11.2019,2019,8,"93327,5",5031821,"0,002038029572"
Бой Кокляев Емельяненко,27.01.2020,6544,S,25.11.2019,2019,9,"93327,5",5031821,"0,00130052321"
Бой Кокляев Емельяненко,03.02.2020,6865,S,25.11.2019,2019,10,"93327,5",5031821,"0,001364317212"
Бой Кокляев Емельяненко,10.02.2020,6338,S,25.11.2019,2019,11,"93327,5",5031821,"0,001259583757"
Бой Кокляев Емельяненко,17.02.2020,6586,S,25.11.2019,2019,12,"93327,5",5031821,"0,001308870089"
Бой Макгрегор - Порье,21.12.2020,84668,S,18.01.2021,2021,-4,"119281,25",2672112,"0,0316857976"
Бой Макгрегор - Порье,28.12.2020,78291,S,18.01.2021,2021,-3,"119281,25",2672112,"0,02929929584"
Бой Макгрегор - Порье,04.01.2021,154882,S,18.01.2021,2021,-2,"119281,25",2672112,"0,0579623908"
Бой Макгрегор - Порье,11.01.2021,159284,S,18.01.2021,2021,-1,"119281,25",2672112,"0,05960977684"
Бой Макгрегор - Порье,18.01.2021,2672112,S,18.01.2021,2021,0,"119281,25",2672112,1
Бой Макгрегор - Порье,25.01.2021,593009,S,18.01.2021,2021,1,"119281,25",2672112,"0,2219252037"
Бой Макгрегор - Порье,01.02.2021,93858,S,18.01.2021,2021,2,"119281,25",2672112,"0,0351250247"
Бой Макгрегор - Порье,08.02.2021,77021,S,18.01.2021,2021,3,"119281,25",2672112,"0,02882401636"
Бой Макгрегор - Порье,15.02.2021,63573,S,18.01.2021,2021,4,"119281,25",2672112,"0,02379129318"
Бой Макгрегор - Порье,22.02.2021,56184,S,18.01.2021,2021,5,"119281,25",2672112,"0,02102606478"
Бой Макгрегор - Порье,01.03.2021,55569,S,18.01.2021,2021,6,"119281,25",2672112,"0,02079590975"
Бой Макгрегор - Порье,08.03.2021,51520,S,18.01.2021,2021,7,"119281,25",2672112,"0,01928062896"
Бой Макгрегор - Порье,15.03.2021,68227,S,18.01.2021,2021,8,"119281,25",2672112,"0,02553298664"
Бой Макгрегор - Порье,22.03.2021,50556,S,18.01.2021,2021,9,"119281,25",2672112,"0,01891986563"
Бой Макгрегор - Порье,29.03.2021,53424,S,18.01.2021,2021,10,"119281,25",2672112,"0,01999317394"
Бой Макгрегор - Порье,05.04.2021,57129,S,18.01.2021,2021,11,"119281,25",2672112,"0,02137971762"
Бой Макгрегор - Порье,12.04.2021,61154,S,18.01.2021,2021,12,"119281,25",2672112,"0,02288601675"
Бой Макгрегор – Серроне,16.12.2019,3599,S,13.01.2020,2020,-4,11135,1725007,"0,002086368345"
Бой Макгрегор – Серроне,23.12.2019,3515,S,13.01.2020,2020,-3,11135,1725007,"0,002037672891"
Бой Макгрегор – Серроне,30.12.2019,8333,S,13.01.2020,2020,-2,11135,1725007,"0,004830705035"
Бой Макгрегор – Серроне,06.01.2020,29093,S,13.01.2020,2020,-1,11135,1725007,"0,01686543881"
Бой Макгрегор – Серроне,13.01.2020,1725007,S,13.01.2020,2020,0,11135,1725007,1
Бой Макгрегор – Серроне,20.01.2020,267987,S,13.01.2020,2020,1,11135,1725007,"0,1553541522"
Бой Макгрегор – Серроне,27.01.2020,16355,S,13.01.2020,2020,2,11135,1725007,"0,009481120946"
Бой Макгрегор – Серроне,03.02.2020,8197,S,13.01.2020,2020,3,11135,1725007,"0,004751864775"
Бой Макгрегор – Серроне,10.02.2020,4864,S,13.01.2020,2020,4,11135,1725007,"0,002819698703"
Бой Макгрегор – Серроне,17.02.2020,5101,S,13.01.2020,2020,5,11135,1725007,"0,002957089449"
Бой Макгрегор – Серроне,24.02.2020,3218,S,13.01.2020,2020,6,11135,1725007,"0,001865499676"
Бой Макгрегор – Серроне,02.03.2020,3155,S,13.01.2020,2020,7,11135,1725007,"0,001828978085"
Бой Макгрегор – Серроне,09.03.2020,3476,S,13.01.2020,2020,8,11135,1725007,"0,002015064287"
Бой Макгрегор – Серроне,16.03.2020,2541,S,13.01.2020,2020,9,11135,1725007,"0,001473037501"
Бой Макгрегор – Серроне,23.03.2020,2251,S,13.01.2020,2020,10,11135,1725007,"0,001304922241"
Бой Макгрегор – Серроне,30.03.2020,2026,S,13.01.2020,2020,11,11135,1725007,"0,001174487988"
Бой Макгрегор – Серроне,06.04.2020,1777,S,13.01.2020,2020,12,11135,1725007,"0,001030140747"
Бой Махачев - Царукян,16.12.2024,51440,S,13.01.2025,2025,-4,"75750,75",959869,"0,05359064622"
Бой Махачев - Царукян,23.12.2024,44792,S,13.01.2025,2025,-3,"75750,75",959869,"0,04666470112"
Бой Махачев - Царукян,30.12.2024,65487,S,13.01.2025,2025,-2,"75750,75",959869,"0,06822493486"
Бой Махачев - Царукян,06.01.2025,141284,S,13.01.2025,2025,-1,"75750,75",959869,"0,1471909188"
Бой Махачев - Царукян,13.01.2025,959869,S,13.01.2025,2025,0,"75750,75",959869,1
Бой Махачев - Царукян,20.01.2025,186427,S,13.01.2025,2025,1,"75750,75",959869,"0,1942212948"
Бой Махачев - Царукян,27.01.2025,53342,S,13.01.2025,2025,2,"75750,75",959869,"0,05557216662"
Бой Махачев - Царукян,03.02.2025,39128,S,13.01.2025,2025,3,"75750,75",959869,"0,04076389591"
Бой Махачев - Царукян,10.02.2025,38002,S,13.01.2025,2025,4,"75750,75",959869,"0,03959081916"
Бой Махачев - Царукян,17.02.2025,32669,S,13.01.2025,2025,5,"75750,75",959869,"0,03403485267"
Бой Махачев - Царукян,24.02.2025,24684,S,13.01.2025,2025,6,"75750,75",959869,"0,02571600916"
Бой Махачев - Царукян,03.03.2025,27249,S,13.01.2025,2025,7,"75750,75",959869,"0,02838824881"
Бой Махачев - Царукян,10.03.2025,29536,S,13.01.2025,2025,8,"75750,75",959869,"0,03077086561"
Бой Махачев - Царукян,17.03.2025,27272,S,13.01.2025,2025,9,"75750,75",959869,"0,02841221042"
Бой Махачев - Царукян,24.03.2025,26407,S,13.01.2025,2025,10,"75750,75",959869,"0,02751104578"
Бой Махачев - Царукян,31.03.2025,25907,S,13.01.2025,2025,11,"75750,75",959869,"0,02699014136"
Бой Махачев - Царукян,07.04.2025,27181,S,13.01.2025,2025,12,"75750,75",959869,"0,02831740581"
Бой Тайсон - Рой Джонсон,26.10.2020,25251,S,23.11.2020,2020,-4,"31495,25",2165383,"0,01166121651"
Бой Тайсон - Рой Джонсон,02.11.2020,15712,S,23.11.2020,2020,-3,"31495,25",2165383,"0,007255991203"
Бой Тайсон - Рой Джонсон,09.11.2020,19255,S,23.11.2020,2020,-2,"31495,25",2165383,"0,008892191358"
Бой Тайсон - Рой Джонсон,16.11.2020,65763,S,23.11.2020,2020,-1,"31495,25",2165383,"0,03037014699"
Бой Тайсон - Рой Джонсон,23.11.2020,2165383,S,23.11.2020,2020,0,"31495,25",2165383,1
Бой Тайсон - Рой Джонсон,30.11.2020,404102,S,23.11.2020,2020,1,"31495,25",2165383,"0,1866191801"
Бой Тайсон - Рой Джонсон,07.12.2020,32241,S,23.11.2020,2020,2,"31495,25",2165383,"0,01488928287"
Бой Тайсон - Рой Джонсон,14.12.2020,13943,S,23.11.2020,2020,3,"31495,25",2165383,"0,006439045656"
Бой Тайсон - Рой Джонсон,21.12.2020,7921,S,23.11.2020,2020,4,"31495,25",2165383,"0,003658013386"
Бой Тайсон - Рой Джонсон,28.12.2020,6242,S,23.11.2020,2020,5,"31495,25",2165383,"0,002882630925"
Бой Тайсон - Рой Джонсон,04.01.2021,5191,S,23.11.2020,2020,6,"31495,25",2165383,"0,002397266442"
Бой Тайсон - Рой Джонсон,11.01.2021,3762,S,23.11.2020,2020,7,"31495,25",2165383,"0,001737336998"
Бой Тайсон - Рой Джонсон,18.01.2021,4173,S,23.11.2020,2020,8,"31495,25",2165383,"0,001927141757"
Бой Тайсон - Рой Джонсон,25.01.2021,2892,S,23.11.2020,2020,9,"31495,25",2165383,"0,001335560499"
Бой Тайсон - Рой Джонсон,01.02.2021,2418,S,23.11.2020,2020,10,"31495,25",2165383,"0,001116661579"
Бой Тайсон - Рой Джонсон,08.02.2021,2128,S,23.11.2020,2020,11,"31495,25",2165383,"0,0009827360795"
Бой Тайсон - Рой Джонсон,15.02.2021,2988,S,23.11.2020,2020,12,"31495,25",2165383,"0,001379894457"
Бой Хабиб - Макгрегор,03.09.2018,55715,S,01.10.2018,2018,-4,236079,8597474,"0,006480391799"
Бой Хабиб - Макгрегор,10.09.2018,115992,S,01.10.2018,2018,-3,236079,8597474,"0,01349140457"
Бой Хабиб - Макгрегор,17.09.2018,529815,S,01.10.2018,2018,-2,236079,8597474,"0,06162449575"
Бой Хабиб - Макгрегор,24.09.2018,242794,S,01.10.2018,2018,-1,236079,8597474,"0,02824015519"
Бой Хабиб - Макгрегор,01.10.2018,8597474,S,01.10.2018,2018,0,236079,8597474,1
Бой Хабиб - Макгрегор,08.10.2018,1278276,S,01.10.2018,2018,1,236079,8597474,"0,1486804147"
Бой Хабиб - Макгрегор,15.10.2018,154945,S,01.10.2018,2018,2,236079,8597474,"0,01802215395"
Бой Хабиб - Макгрегор,22.10.2018,79727,S,01.10.2018,2018,3,236079,8597474,"0,009273305159"
Бой Хабиб - Макгрегор,29.10.2018,59580,S,01.10.2018,2018,4,236079,8597474,"0,006929942446"
Бой Хабиб - Макгрегор,05.11.2018,40998,S,01.10.2018,2018,5,236079,8597474,"0,004768609943"
Бой Хабиб - Макгрегор,12.11.2018,36073,S,01.10.2018,2018,6,236079,8597474,"0,004195767268"
Бой Хабиб - Макгрегор,19.11.2018,30176,S,01.10.2018,2018,7,236079,8597474,"0,003509868131"
Бой Хабиб - Макгрегор,26.11.2018,26245,S,01.10.2018,2018,8,236079,8597474,"0,003052640811"
Бой Хабиб - Макгрегор,03.12.2018,23640,S,01.10.2018,2018,9,236079,8597474,"0,002749644838"
Бой Хабиб - Макгрегор,10.12.2018,24718,S,01.10.2018,2018,10,236079,8597474,"0,002875030503"
Бой Хабиб - Макгрегор,17.12.2018,23838,S,01.10.2018,2018,11,236079,8597474,"0,002772674858"
Бой Хабиб - Макгрегор,24.12.2018,22129,S,01.10.2018,2018,12,236079,8597474,"0,002573895542"
Бой Хабиб - Порье,05.08.2019,10349,S,02.09.2019,2019,-4,"25863,25",3137855,"0,003298112883"
Бой Хабиб - Порье,12.08.2019,8376,S,02.09.2019,2019,-3,"25863,25",3137855,"0,002669339405"
Бой Хабиб - Порье,19.08.2019,19970,S,02.09.2019,2019,-2,"25863,25",3137855,"0,006364220144"
Бой Хабиб - Порье,26.08.2019,64758,S,02.09.2019,2019,-1,"25863,25",3137855,"0,0206376649"
